simulator,timestamp,iteration,elapsed_seconds,cpu_mean_percent,ram_mean_mb,gpu_mean_percent,gpu_mem_mean_mb,real_time_factor_mean,iteration_total_time
isaac_sim,2025-09-18T10:29:25.059658,1,20.544497966766357,57.96166666666667,6950.786458333333,93.5,4843.0,0.2785115518589426,82.10884237289429
isaac_sim,2025-09-18T11:24:33.172862,1,21.60368299484253,54.05111111111111,6916.845052083333,81.27777777777777,4744.833333333333,0.21348099189440414,82.17725849151611
